(1 of 1654) FJ554464_uncultured_... 863 bp.	ITS1	ITS2			ITS1: 362-520	ITS2: 679-825	
(2 of 1654) FJ554463_uncultured_... 865 bp.	ITS1	ITS2			ITS1: 362-521	ITS2: 680-827	
(3 of 1654) FJ554462_uncultured_... 947 bp.	ITS1	ITS2			ITS1: 364-535	ITS2: 694-909	
(4 of 1654) FJ554460_uncultured_... 976 bp.	ITS1	ITS2			ITS1: 362-582	ITS2: 741-938	
(5 of 1654) FJ554459_uncultured_... 937 bp.	ITS1	ITS2			ITS1: 363-551	ITS2: 710-899	
(6 of 1654) FJ554458_uncultured_... 918 bp.	ITS1	ITS2			ITS1: 363-525	ITS2: 684-880	
(7 of 1654) FJ554457_uncultured_... 937 bp.	ITS1	ITS2			ITS1: 363-551	ITS2: 710-899	
(8 of 1654) FJ554456_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 362-549	ITS2: 708-868	
(9 of 1654) FJ554455_uncultured_... 942 bp.	ITS1	ITS2			ITS1: 362-548	ITS2: 708-904	
(10 of 1654) FJ554454_uncultured_... 901 bp.	ITS1	ITS2			ITS1: 363-517	ITS2: 677-863	
(11 of 1654) FJ554453_uncultured_... 941 bp.	ITS1	ITS2			ITS1: 362-553	ITS2: 713-903	
(12 of 1654) FJ554452_uncultured_... 997 bp.	ITS1	ITS2			ITS1: 362-554	ITS2: 713-959	
(13 of 1654) FJ554451_uncultured_... 1059 bp.	ITS1	ITS2			ITS1: 362-625	ITS2: 784-1021	
(14 of 1654) FJ554450_uncultured_... 936 bp.	ITS1	ITS2			ITS1: 364-549	ITS2: 709-898	
(15 of 1654) FJ554449_uncultured_... 942 bp.	ITS1	ITS2			ITS1: 362-548	ITS2: 708-904	
(16 of 1654) FJ554448_uncultured_... 862 bp.	ITS1	ITS2			ITS1: 362-520	ITS2: 679-824	
(17 of 1654) FJ554447_uncultured_... 900 bp.	ITS1	ITS2			ITS1: 360-476	ITS2: 636-862	
(18 of 1654) FJ554446_uncultured_... 867 bp.	ITS1	ITS2			ITS1: 362-523	ITS2: 682-829	
(19 of 1654) FJ554444_uncultured_... 866 bp.	ITS1	ITS2			ITS1: 364-522	ITS2: 681-828	
(20 of 1654) FJ554443_uncultured_... 864 bp.	ITS1	ITS2			ITS1: 361-523	ITS2: 682-826	
(21 of 1654) FJ554442_uncultured_... 1069 bp.	ITS1	ITS2			ITS1: 362-602	ITS2: 761-1031	
(22 of 1654) FJ554441_uncultured_... 864 bp.	ITS1	ITS2			ITS1: 362-519	ITS2: 678-826	
(23 of 1654) FJ554439_uncultured_... 942 bp.	ITS1	ITS2			ITS1: 362-548	ITS2: 708-904	
(24 of 1654) FJ554438_uncultured_... 940 bp.	ITS1	ITS2			ITS1: 364-554	ITS2: 714-902	
(25 of 1654) FJ554437_uncultured_... 937 bp.	ITS1	ITS2			ITS1: 363-551	ITS2: 710-899	
(26 of 1654) FJ554435_uncultured_... 880 bp.	ITS1	ITS2			ITS1: 363-502	ITS2: 661-842	
(27 of 1654) FJ554434_uncultured_... 925 bp.	ITS1	ITS2			ITS1: 362-520	ITS2: 679-887	
(28 of 1654) FJ554433_uncultured_... 863 bp.	ITS1	ITS2			ITS1: 362-519	ITS2: 678-825	
(29 of 1654) FJ554432_uncultured_... 951 bp.	ITS1	ITS2			ITS1: 362-569	ITS2: 728-913	
(30 of 1654) FJ554431_uncultured_... 936 bp.	ITS1	ITS2			ITS1: 364-549	ITS2: 709-898	
(31 of 1654) FJ554430_uncultured_... 938 bp.	ITS1	ITS2			ITS1: 364-552	ITS2: 711-900	
(32 of 1654) FJ554429_uncultured_... 864 bp.	ITS1	ITS2			ITS1: 361-523	ITS2: 682-826	
(33 of 1654) FJ554428_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 361-520	ITS2: 679-868	
(34 of 1654) FJ554427_uncultured_... 907 bp.	ITS1	ITS2			ITS1: 363-531	ITS2: 691-869	
(35 of 1654) FJ554426_uncultured_... 849 bp.	ITS1	ITS2			ITS1: 362-498	ITS2: 657-811	
(36 of 1654) FJ554425_uncultured_... 1040 bp.	ITS1	ITS2			ITS1: 362-578	ITS2: 737-1002	
(37 of 1654) FJ554424_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 362-549	ITS2: 708-868	
(38 of 1654) FJ554423_uncultured_... 947 bp.	ITS1	ITS2			ITS1: 363-555	ITS2: 714-909	
(39 of 1654) FJ554422_uncultured_... 999 bp.	ITS1	ITS2			ITS1: 363-591	ITS2: 750-961	
(40 of 1654) FJ554420_uncultured_... 966 bp.	ITS1	ITS2			ITS1: 362-534	ITS2: 693-928	
(41 of 1654) FJ554419_uncultured_... 1083 bp.	ITS1	ITS2			ITS1: 579-738	ITS2: 897-1045	
(42 of 1654) FJ554418_uncultured_... 1036 bp.	ITS1	ITS2			ITS1: 363-584	ITS2: 744-998	
(43 of 1654) FJ554417_uncultured_... 932 bp.	ITS1	ITS2			ITS1: 361-512	ITS2: 671-894	
(44 of 1654) FJ554416_uncultured_... 1264 bp.	ITS1	ITS2			ITS1: 763-920	ITS2: 1079-1226	
(45 of 1654) FJ554415_uncultured_... 943 bp.	ITS1	ITS2			ITS1: 364-550	ITS2: 710-905	
(46 of 1654) FJ554414_uncultured_... 866 bp.	ITS1	ITS2			ITS1: 362-529	ITS2: 688-828	
(47 of 1654) FJ554413_uncultured_... 901 bp.	ITS1	ITS2			ITS1: 363-517	ITS2: 677-863	
(48 of 1654) FJ554411_uncultured_... 868 bp.	ITS1	ITS2			ITS1: 362-523	ITS2: 682-830	
(49 of 1654) FJ554410_uncultured_... 902 bp.	ITS1	ITS2			ITS1: 358-545	ITS2: 704-864	
(50 of 1654) FJ554409_uncultured_... 1002 bp.	ITS1	ITS2			ITS1: 363-566	ITS2: 726-964	
(51 of 1654) FJ554408_uncultured_... 958 bp.	ITS1	ITS2			ITS1: 364-543	ITS2: 702-920	
(52 of 1654) FJ554407_uncultured_... 937 bp.	ITS1	ITS2			ITS1: 363-551	ITS2: 710-899	
(53 of 1654) FJ554406_uncultured_... 875 bp.	ITS1	ITS2			ITS1: 361-533	ITS2: 692-837	
(54 of 1654) FJ554405_uncultured_... 938 bp.	ITS1	ITS2			ITS1: 363-551	ITS2: 710-900	
(55 of 1654) FJ554404_uncultured_... 940 bp.	ITS1	ITS2			ITS1: 364-554	ITS2: 714-902	
(56 of 1654) FJ554403_uncultured_... 947 bp.	ITS1	ITS2			ITS1: 364-535	ITS2: 694-909	
(57 of 1654) FJ554402_uncultured_... 934 bp.	ITS1	ITS2			ITS1: 362-530	ITS2: 689-896	
(58 of 1654) FJ554401_uncultured_... 976 bp.	ITS1	ITS2			ITS1: 362-582	ITS2: 741-938	
(59 of 1654) FJ554398_uncultured_... 872 bp.	ITS1	ITS2			ITS1: 360-509	ITS2: 668-834	
(60 of 1654) FJ554397_uncultured_... 976 bp.	ITS1	ITS2			ITS1: 362-582	ITS2: 741-938	
(61 of 1654) FJ554396_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 362-549	ITS2: 708-868	
(62 of 1654) FJ554395_uncultured_... 942 bp.	ITS1	ITS2			ITS1: 364-509	ITS2: 668-904	
(63 of 1654) FJ554394_uncultured_... 919 bp.	ITS1	ITS2			ITS1: 363-539	ITS2: 698-881	
(64 of 1654) FJ554393_uncultured_... 980 bp.	ITS1	ITS2			ITS1: 364-570	ITS2: 729-942	
(65 of 1654) FJ554392_uncultured_... 980 bp.	ITS1	ITS2			ITS1: 362-562	ITS2: 722-942	
(66 of 1654) FJ554391_uncultured_... 864 bp.	ITS1	ITS2			ITS1: 362-521	ITS2: 680-826	
(67 of 1654) FJ554390_uncultured_... 943 bp.	ITS1	ITS2			ITS1: 364-550	ITS2: 710-905	
(68 of 1654) FJ554388_uncultured_... 863 bp.	ITS1	ITS2			ITS1: 362-519	ITS2: 678-825	
(69 of 1654) FJ554387_uncultured_... 951 bp.	ITS1	ITS2			ITS1: 362-569	ITS2: 728-913	
(70 of 1654) FJ554386_uncultured_... 966 bp.	ITS1	ITS2			ITS1: 362-534	ITS2: 693-928	
(71 of 1654) FJ554385_uncultured_... 976 bp.	ITS1	ITS2			ITS1: 362-582	ITS2: 741-938	
(72 of 1654) FJ554384_uncultured_... 867 bp.	ITS1	ITS2			ITS1: 361-520	ITS2: 679-829	
(73 of 1654) FJ554383_uncultured_... 864 bp.	ITS1	ITS2			ITS1: 361-523	ITS2: 682-826	
(74 of 1654) FJ554382_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 364-527	ITS2: 686-868	
(75 of 1654) FJ554381_uncultured_... 1002 bp.	ITS1	ITS2			ITS1: 363-566	ITS2: 726-964	
(76 of 1654) FJ554380_uncultured_... 851 bp.	ITS1	ITS2			ITS1: 362-499	ITS2: 658-813	
(77 of 1654) FJ554379_uncultured_... 845 bp.	ITS1	ITS2			ITS1: 362-504	ITS2: 663-807	
(78 of 1654) FJ554378_uncultured_... 1197 bp.	ITS1	ITS2			ITS1: 725-860	ITS2: 1019-1159	
(79 of 1654) FJ554377_uncultured_... 902 bp.	ITS1	ITS2			ITS1: 362-516	ITS2: 675-864	
(80 of 1654) FJ554376_uncultured_... 976 bp.	ITS1	ITS2			ITS1: 362-582	ITS2: 741-938	
(81 of 1654) FJ554375_uncultured_... 993 bp.	ITS1	ITS2			ITS1: 362-621	ITS2: 780-955	
(82 of 1654) FJ554374_uncultured_... 942 bp.	ITS1	ITS2			ITS1: 362-548	ITS2: 708-904	
(83 of 1654) FJ554373_uncultured_... 905 bp.	ITS1	ITS2			ITS1: 363-526	ITS2: 685-867	
(84 of 1654) FJ554371_uncultured_... 1253 bp.	ITS1	ITS2			ITS1: 755-909	ITS2: 1068-1215	
(85 of 1654) FJ554370_uncultured_... 976 bp.	ITS1	ITS2			ITS1: 362-582	ITS2: 741-938	
(86 of 1654) FJ554369_uncultured_... 984 bp.	ITS1	ITS2			ITS1: 362-549	ITS2: 708-946	
(87 of 1654) FJ554368_uncultured_... 941 bp.	ITS1	ITS2			ITS1: 364-555	ITS2: 715-903	
(88 of 1654) FJ554367_uncultured_... 998 bp.	ITS1	ITS2			ITS1: 363-555	ITS2: 714-960	
(89 of 1654) FJ554366_uncultured_... 849 bp.	ITS1	ITS2			ITS1: 362-513	ITS2: 672-811	
(90 of 1654) FJ554365_uncultured_... 998 bp.	ITS1	ITS2			ITS1: 363-555	ITS2: 714-960	
(91 of 1654) FJ554364_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 362-530	ITS2: 690-868	
(92 of 1654) FJ554363_uncultured_... 899 bp.	ITS1	ITS2			ITS1: 360-475	ITS2: 635-861	
(93 of 1654) FJ554362_uncultured_... 953 bp.	ITS1	ITS2			ITS1: 362-517	ITS2: 676-915	
(94 of 1654) FJ554361_uncultured_... 941 bp.	ITS1	ITS2			ITS1: 362-548	ITS2: 708-903	
(95 of 1654) FJ554360_uncultured_... 869 bp.	ITS1	ITS2			ITS1: 362-524	ITS2: 683-831	
(96 of 1654) FJ554359_uncultured_... 1021 bp.	ITS1	ITS2			ITS1: 362-625	ITS2: 784-983	
(97 of 1654) FJ554358_uncultured_... 863 bp.	ITS1	ITS2			ITS1: 362-520	ITS2: 679-825	
(98 of 1654) FJ554357_uncultured_... 865 bp.	ITS1	ITS2			ITS1: 362-521	ITS2: 680-827	
(99 of 1654) FJ554356_uncultured_... 936 bp.	ITS1	ITS2			ITS1: 363-551	ITS2: 710-898	
(100 of 1654) FJ554354_uncultured_... 864 bp.	ITS1	ITS2			ITS1: 361-523	ITS2: 682-826	
(101 of 1654) FJ554353_uncultured_... 942 bp.	ITS1	ITS2			ITS1: 364-549	ITS2: 709-904	
(102 of 1654) FJ554352_uncultured_... 976 bp.	ITS1	ITS2			ITS1: 362-582	ITS2: 741-938	
(103 of 1654) FJ554351_uncultured_... 905 bp.	ITS1	ITS2			ITS1: 363-529	ITS2: 689-867	
(104 of 1654) FJ554350_uncultured_... 863 bp.	ITS1	ITS2			ITS1: 362-520	ITS2: 679-825	
(105 of 1654) FJ554349_uncultured_... 914 bp.	ITS1	ITS2			ITS1: 361-523	ITS2: 682-876	
(106 of 1654) FJ554346_uncultured_... 864 bp.	ITS1	ITS2			ITS1: 362-520	ITS2: 679-826	
(107 of 1654) FJ554345_uncultured_... 938 bp.	ITS1	ITS2			ITS1: 363-553	ITS2: 713-900	
(108 of 1654) FJ554344_uncultured_... 956 bp.	ITS1	ITS2			ITS1: 362-524	ITS2: 683-918	
(109 of 1654) FJ554343_uncultured_... 934 bp.	ITS1	ITS2			ITS1: 362-530	ITS2: 689-896	
(110 of 1654) FJ554342_uncultured_... 865 bp.	ITS1	ITS2			ITS1: 360-520	ITS2: 679-827	
(111 of 1654) FJ554341_uncultured_... 977 bp.	ITS1	ITS2			ITS1: 362-585	ITS2: 744-939	
(112 of 1654) FJ554340_uncultured_... 867 bp.	ITS1	ITS2			ITS1: 362-523	ITS2: 682-829	
(113 of 1654) FJ554339_uncultured_... 865 bp.	ITS1	ITS2			ITS1: 361-520	ITS2: 679-827	
(114 of 1654) FJ554338_uncultured_... 907 bp.	ITS1	ITS2			ITS1: 363-524	ITS2: 683-869	
(115 of 1654) FJ554337_uncultured_... 935 bp.	ITS1	ITS2			ITS1: 363-527	ITS2: 686-897	
(116 of 1654) FJ554336_uncultured_... 775 bp.	ITS1	ITS2			ITS1: 360-458	ITS2: 615-737	
(117 of 1654) FJ554335_uncultured_... 863 bp.	ITS1	ITS2			ITS1: 362-519	ITS2: 678-825	
(118 of 1654) FJ554334_uncultured_... 919 bp.	ITS1	ITS2			ITS1: 363-539	ITS2: 698-881	
(119 of 1654) FJ554333_uncultured_... 889 bp.	ITS1	ITS2			ITS1: 361-546	ITS2: 705-851	
(120 of 1654) FJ554332_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 362-549	ITS2: 708-868	
(121 of 1654) FJ554331_uncultured_... 977 bp.	ITS1	ITS2			ITS1: 362-560	ITS2: 720-939	
(122 of 1654) FJ554330_uncultured_... 1002 bp.	ITS1	ITS2			ITS1: 363-566	ITS2: 726-964	
(123 of 1654) FJ554329_uncultured_... 1108 bp.	ITS1	ITS2			ITS1: 580-754	ITS2: 913-1070	
(124 of 1654) FJ554328_uncultured_... 935 bp.	ITS1	ITS2			ITS1: 364-549	ITS2: 709-897	
(125 of 1654) FJ554327_uncultured_... 939 bp.	ITS1	ITS2			ITS1: 362-553	ITS2: 713-901	
(126 of 1654) FJ554325_uncultured_... 889 bp.	ITS1	ITS2			ITS1: 361-546	ITS2: 705-851	
(127 of 1654) FJ554324_uncultured_... 823 bp.	ITS1	ITS2			ITS1: 360-458	ITS2: 618-785	
(128 of 1654) FJ554323_uncultured_... 1005 bp.	ITS1	ITS2			ITS1: 363-601	ITS2: 760-967	
(129 of 1654) FJ554322_uncultured_... 863 bp.	ITS1	ITS2			ITS1: 362-519	ITS2: 678-825	
(130 of 1654) FJ554321_uncultured_... 904 bp.	ITS1	ITS2			ITS1: 362-563	ITS2: 722-866	
(131 of 1654) FJ554320_uncultured_... 864 bp.	ITS1	ITS2			ITS1: 360-513	ITS2: 672-826	
(132 of 1654) FJ554319_uncultured_... 880 bp.	ITS1	ITS2			ITS1: 362-514	ITS2: 673-842	
(133 of 1654) FJ554318_uncultured_... 905 bp.	ITS1	ITS2			ITS1: 363-526	ITS2: 685-867	
(134 of 1654) FJ554317_uncultured_... 864 bp.	ITS1	ITS2			ITS1: 362-519	ITS2: 678-826	
(135 of 1654) FJ554316_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 362-549	ITS2: 708-868	
(136 of 1654) FJ554315_uncultured_... 859 bp.	ITS1	ITS2			ITS1: 363-520	ITS2: 679-821	
(137 of 1654) FJ554314_uncultured_... 942 bp.	ITS1	ITS2			ITS1: 362-548	ITS2: 708-904	
(138 of 1654) FJ554313_uncultured_... 893 bp.	ITS1	ITS2			ITS1: 362-527	ITS2: 686-855	
(139 of 1654) FJ554312_uncultured_... 976 bp.	ITS1	ITS2			ITS1: 362-582	ITS2: 741-938	
(140 of 1654) FJ554311_uncultured_... 938 bp.	ITS1	ITS2			ITS1: 364-550	ITS2: 710-901	
(141 of 1654) FJ554310_uncultured_... 937 bp.	ITS1	ITS2			ITS1: 363-551	ITS2: 710-899	
(142 of 1654) FJ554309_uncultured_... 936 bp.	ITS1	ITS2			ITS1: 363-551	ITS2: 710-898	
(143 of 1654) FJ554308_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 361-520	ITS2: 679-868	
(144 of 1654) FJ554307_uncultured_... 1000 bp.	ITS1	ITS2			ITS1: 365-557	ITS2: 716-962	
(145 of 1654) FJ554306_uncultured_... 939 bp.	ITS1	ITS2			ITS1: 364-553	ITS2: 713-901	
(146 of 1654) FJ554305_uncultured_... 937 bp.	ITS1	ITS2			ITS1: 363-551	ITS2: 710-899	
(147 of 1654) FJ554304_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 362-549	ITS2: 708-868	
(148 of 1654) FJ554303_uncultured_... 942 bp.	ITS1	ITS2			ITS1: 363-549	ITS2: 709-904	
(149 of 1654) FJ554302_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 362-549	ITS2: 708-868	
(150 of 1654) FJ554301_uncultured_... 936 bp.	ITS1	ITS2			ITS1: 364-549	ITS2: 709-898	
(151 of 1654) FJ554299_uncultured_... 979 bp.	ITS1	ITS2			ITS1: 362-564	ITS2: 724-941	
(152 of 1654) FJ554298_uncultured_... 942 bp.	ITS1	ITS2			ITS1: 364-549	ITS2: 709-904	
(153 of 1654) FJ554297_uncultured_... 955 bp.	ITS1	ITS2			ITS1: 364-538	ITS2: 699-917	
(154 of 1654) FJ554296_uncultured_... 1253 bp.	ITS1	ITS2			ITS1: 755-909	ITS2: 1068-1215	
(155 of 1654) FJ554295_uncultured_... 862 bp.	ITS1	ITS2			ITS1: 361-518	ITS2: 677-824	
(156 of 1654) FJ554294_uncultured_... 935 bp.	ITS1	ITS2			ITS1: 364-549	ITS2: 709-897	
(157 of 1654) FJ554293_uncultured_... 977 bp.	ITS1	ITS2			ITS1: 362-560	ITS2: 720-939	
(158 of 1654) FJ554292_uncultured_... 1003 bp.	ITS1	ITS2			ITS1: 363-567	ITS2: 727-965	
(159 of 1654) FJ554291_uncultured_... 875 bp.	ITS1	ITS2			ITS1: 362-509	ITS2: 668-837	
(160 of 1654) FJ554290_uncultured_... 931 bp.	ITS1	ITS2			ITS1: 362-527	ITS2: 686-894	
(161 of 1654) FJ554289_uncultured_... 918 bp.	ITS1	ITS2			ITS1: 363-525	ITS2: 684-880	
(162 of 1654) FJ554288_uncultured_... 869 bp.	ITS1	ITS2			ITS1: 362-524	ITS2: 683-831	
(163 of 1654) FJ554287_uncultured_... 1060 bp.	ITS1	ITS2			ITS1: 362-626	ITS2: 785-1022	
(164 of 1654) FJ554284_uncultured_... 919 bp.	ITS1	ITS2			ITS1: 363-539	ITS2: 698-881	
(165 of 1654) FJ554283_uncultured_... 915 bp.	ITS1	ITS2			ITS1: 362-521	ITS2: 680-877	
(166 of 1654) FJ554282_uncultured_... 858 bp.	ITS1	ITS2			ITS1: 361-516	ITS2: 675-820	
(167 of 1654) FJ554281_uncultured_... 864 bp.	ITS1	ITS2			ITS1: 362-520	ITS2: 679-826	
(168 of 1654) FJ554280_uncultured_... 978 bp.	ITS1	ITS2			ITS1: 361-563	ITS2: 723-940	
(169 of 1654) FJ554279_uncultured_... 1021 bp.	ITS1	ITS2			ITS1: 362-614	ITS2: 773-983	
(170 of 1654) FJ554278_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 362-549	ITS2: 708-868	
(171 of 1654) FJ554277_uncultured_... 924 bp.	ITS1	ITS2			ITS1: 362-561	ITS2: 721-886	
(172 of 1654) FJ554276_uncultured_... 867 bp.	ITS1	ITS2			ITS1: 362-523	ITS2: 682-829	
(173 of 1654) FJ554275_uncultured_... 1254 bp.	ITS1	ITS2			ITS1: 753-910	ITS2: 1069-1216	
(174 of 1654) FJ554274_uncultured_... 863 bp.	ITS1	ITS2			ITS1: 362-520	ITS2: 679-825	
(175 of 1654) FJ554273_uncultured_... 929 bp.	ITS1	ITS2			ITS1: 363-533	ITS2: 692-891	
(176 of 1654) FJ554272_uncultured_... 940 bp.	ITS1	ITS2			ITS1: 363-543	ITS2: 702-902	
(177 of 1654) FJ554271_uncultured_... 1018 bp.	ITS1	ITS2			ITS1: 362-614	ITS2: 773-981	
(178 of 1654) FJ554269_uncultured_... 861 bp.	ITS1	ITS2			ITS1: 362-518	ITS2: 677-823	
(179 of 1654) FJ554268_uncultured_... 860 bp.	ITS1	ITS2			ITS1: 361-518	ITS2: 677-822	
(180 of 1654) FJ554267_uncultured_... 934 bp.	ITS1	ITS2			ITS1: 362-547	ITS2: 707-896	
(181 of 1654) FJ554266_uncultured_... 924 bp.	ITS1	ITS2			ITS1: 362-518	ITS2: 677-886	
